Age,Height(cm),Weight(kg),Running Speed(km/h),Calories Burned,Running Time(min)
19,166,53,8.0,492.1,64
48,177,47,13.5,246.7,23
47,159,65,10.5,1382.8,119
34,171,70,8.0,687.7,74
59,187,52,10.5,748.9,86
23,182,92,10.5,1259.8,81
57,171,46,13.5,688.4,67
17,186,50,13.5,1037.9,96
30,162,72,10.5,1416.2,113
48,176,97,13.5,680.7,31
22,164,73,10.5,1383.6,114
55,171,70,10.5,789.1,67
26,179,69,8.0,395.9,42
23,189,56,10.5,720.9,77
42,186,49,10.5,239.6,29
50,183,78,13.5,563.6,33
46,183,92,8.0,1263.7,100
52,184,81,13.5,1563.8,84
37,168,59,8.0,479.6,61
33,157,88,13.5,1723.0,85
49,188,80,10.5,898.8,62
26,182,59,8.0,720.8,87
58,177,87,8.0,390.5,34
28,186,92,8.0,645.2,51
32,174,67,8.0,838.1,89
57,185,50,13.5,188.6,16
48,166,90,13.5,1650.9,78
31,173,94,8.0,1286.8,100
43,170,88,8.0,615.7,50
44,151,87,8.0,237.6,19
33,180,89,13.5,1613.7,78
18,182,65,8.0,188.4,21
52,179,67,8.0,760.0,84
23,161,87,8.0,417.5,36
29,161,99,13.5,1957.8,88
31,173,60,10.5,644.0,60
41,173,91,10.5,900.3,54
39,160,97,13.5,1696.1,75
38,162,59,10.5,601.2,60
42,176,69,8.0,956.0,98
49,157,80,8.0,455.0,42
27,159,55,13.5,1272.8,101
26,157,95,13.5,1064.7,49
41,169,59,10.5,151.4,15
53,157,48,10.5,351.6,43
59,158,65,8.0,198.6,23
54,156,57,13.5,281.7,23
57,163,66,10.5,430.7,36
40,177,63,10.5,810.7,77
56,151,78,8.0,827.7,80
49,157,58,8.0,734.5,94
33,162,48,8.0,813.9,118
40,170,92,8.0,901.0,72
53,177,97,10.5,1382.0,84
18,184,96,13.5,1522.5,69
48,172,90,13.5,536.9,27
40,164,71,8.0,1072.0,111
25,151,73,8.0,341.2,33
20,161,91,10.5,1444.2,93
33,185,72,8.0,486.7,47
33,152,79,13.5,1573.8,88
46,154,52,8.0,570.4,79
56,152,60,13.5,975.5,74
27,168,86,8.0,319.7,26
37,151,80,8.0,635.4,57
37,186,74,13.5,1720.2,107
34,166,62,10.5,326.5,31
45,163,46,10.5,658.0,82
40,177,93,8.0,568.7,43
26,176,57,8.0,568.0,69
33,159,48,13.5,230.5,21
34,152,70,13.5,914.1,58
58,185,69,8.0,846.9,91
36,187,74,13.5,321.8,19
53,174,55,10.5,746.6,74
34,171,51,10.5,178.1,20
33,188,75,13.5,1826.1,112
25,179,88,13.5,399.3,21
30,170,54,13.5,712.2,60
45,179,83,10.5,1038.4,71
47,177,57,8.0,560.1,68
20,180,75,13.5,1752.8,106
34,175,51,13.5,675.1,60
36,171,93,13.5,501.3,24
59,170,86,8.0,223.1,18
25,150,86,13.5,1554.7,81
29,186,80,13.5,682.6,39
31,162,64,10.5,1093.1,101
43,170,48,13.5,1129.1,105
31,158,98,10.5,1625.2,92
44,166,51,8.0,518.1,75
53,170,98,13.5,1148.0,52
35,180,45,13.5,470.5,46
42,188,88,10.5,567.0,37
42,171,89,8.0,1408.0,118
41,161,86,8.0,632.3,51
42,155,91,10.5,272.5,17
42,165,57,8.0,911.4,113
44,175,99,8.0,374.8,27
34,154,66,8.0,460.1,48
48,158,98,8.0,1376.7,102
19,189,65,8.0,705.0,79
18,163,66,8.0,810.2,90
49,179,72,8.0,216.1,22
58,175,53,8.0,695.2,97
35,178,70,13.5,379.7,23
33,168,53,10.5,404.0,42
49,157,59,8.0,737.1,92
28,172,54,10.5,972.9,105
19,184,68,8.0,289.1,32
59,180,86,8.0,691.3,56
42,184,52,13.5,635.2,55
51,181,68,10.5,1006.9,84
24,154,60,10.5,513.3,47
52,165,93,13.5,2384.3,115
23,166,70,13.5,1948.0,120
52,181,71,10.5,1270.9,103
32,187,81,8.0,1040.1,91
40,181,48,8.0,448.4,68
17,169,94,10.5,1643.6,101
41,151,68,8.0,493.4,50
26,169,63,13.5,1591.1,111
32,167,80,13.5,1758.4,99
32,150,83,13.5,2040.9,112
24,178,54,10.5,631.1,70
45,178,69,10.5,1405.0,114
55,168,62,10.5,332.1,31
44,189,63,8.0,215.9,24
22,155,80,10.5,1394.8,101
32,188,54,10.5,541.2,58
36,157,77,13.5,284.9,16
32,173,99,8.0,1545.9,113
23,169,94,8.0,378.1,28
57,163,49,13.5,611.8,55
30,154,91,8.0,196.2,16
59,189,93,10.5,540.7,33
42,183,79,8.0,976.3,94
42,165,88,13.5,2001.1,103
30,156,78,8.0,157.1,15
23,165,77,13.5,281.5,16
49,156,99,10.5,684.5,41
42,176,65,10.5,178.2,16
36,163,61,13.5,1457.3,108
19,163,66,10.5,713.5,65
20,182,92,10.5,368.9,24
42,182,81,8.0,362.8,33
27,169,59,10.5,1204.6,120
18,185,79,13.5,1606.8,94
30,156,72,10.5,328.4,27
46,181,51,8.0,452.1,62
28,152,76,13.5,1218.9,70
42,188,55,10.5,826.4,86
49,178,54,10.5,688.5,70
29,173,53,10.5,565.7,64
30,171,58,13.5,1400.4,109
40,155,57,8.0,480.3,59
50,173,69,13.5,1619.6,103
42,189,46,13.5,791.9,73
37,172,79,8.0,604.9,53
44,187,51,13.5,388.4,35
52,159,65,13.5,1056.8,69
56,165,62,10.5,804.7,71
18,160,47,13.5,1211.2,116
58,181,86,10.5,867.7,55
25,155,98,13.5,2249.8,107
39,173,83,10.5,1239.7,84
31,182,85,10.5,1394.6,96
29,161,93,10.5,987.3,63
39,176,55,8.0,444.7,58
33,187,83,13.5,897.4,49
18,167,68,13.5,1633.3,105
36,188,90,13.5,386.3,19
36,162,63,8.0,732.8,85
19,189,48,10.5,715.7,88
28,179,70,13.5,1400.0,88
56,162,82,8.0,761.6,65
18,183,86,8.0,853.1,71
52,185,76,13.5,1244.8,72
30,179,83,10.5,1541.5,106
32,174,89,8.0,608.7,50
35,151,90,13.5,483.9,24
50,185,80,10.5,939.9,64
22,167,84,8.0,1345.8,113
29,154,81,8.0,1257.4,113
52,168,77,13.5,879.8,51
38,167,80,13.5,612.0,34
34,181,47,10.5,225.6,27
28,170,53,13.5,1057.7,89
46,159,52,13.5,393.3,33
56,186,77,10.5,1404.0,106
23,171,50,13.5,1293.3,116
48,162,85,10.5,1079.2,70
35,166,83,10.5,842.3,59
22,158,48,10.5,650.5,74
36,173,57,13.5,1017.2,82
43,163,93,10.5,1125.7,71
59,157,46,13.5,701.2,68
53,186,49,10.5,450.3,51
23,168,88,13.5,1965.1,97
21,177,71,10.5,613.0,51
27,179,76,8.0,286.6,28
31,156,65,8.0,987.5,109
19,175,52,8.0,746.9,106
21,189,82,10.5,1623.2,114
39,160,52,13.5,677.7,58
53,163,94,10.5,1926.2,116
25,170,47,10.5,778.0,97
31,157,98,10.5,928.0,56
19,152,88,10.5,228.7,15
45,177,47,13.5,374.9,37
22,178,66,10.5,903.3,78
33,172,50,8.0,300.4,42
42,167,46,8.0,110.2,18
37,184,67,8.0,490.0,55
24,162,88,10.5,1091.8,74
37,161,46,13.5,342.7,32
27,154,82,13.5,1361.1,77
54,188,61,13.5,1079.1,75
24,160,79,10.5,858.6,63
58,160,78,13.5,1052.2,61
40,180,67,8.0,471.2,53
51,180,74,13.5,1729.6,103
30,162,96,10.5,1626.7,96
30,163,52,10.5,181.9,20
26,174,66,13.5,1413.2,97
28,182,88,10.5,1018.2,67
54,182,80,13.5,1590.9,90
50,164,49,13.5,426.8,39
57,165,57,8.0,876.9,113
26,187,73,10.5,1026.9,79
33,155,75,8.0,193.1,19
33,174,91,10.5,1239.3,79
19,164,99,13.5,486.9,22
47,153,60,10.5,528.9,53
17,153,86,13.5,1102.1,57
28,179,74,10.5,1212.8,96
55,183,99,8.0,1138.6,87
20,176,60,8.0,164.2,19
58,180,56,13.5,222.8,18
29,181,61,8.0,896.2,107
50,188,60,13.5,209.1,15
58,158,56,13.5,1315.5,108
37,157,52,13.5,847.7,70
38,163,64,10.5,643.7,59
20,182,47,13.5,842.9,79
34,172,60,8.0,143.7,17
21,170,74,10.5,485.1,36
35,161,89,8.0,1070.2,86
18,151,67,13.5,1050.3,70
28,162,72,13.5,522.1,32
33,153,95,8.0,497.3,39
26,169,84,10.5,928.6,62
50,163,98,8.0,1287.0,98
22,179,49,13.5,499.0,45
24,178,64,10.5,500.1,44
27,157,84,13.5,1847.4,94
28,161,88,13.5,1576.1,80
25,187,45,8.0,607.7,95
18,175,74,13.5,386.3,24
24,151,65,8.0,738.0,85
27,189,64,10.5,819.6,73
52,163,50,13.5,1363.0,120
26,155,66,13.5,978.0,65
37,189,62,10.5,255.7,23
36,180,52,8.0,479.1,68
24,166,83,13.5,1436.7,76
52,174,76,10.5,1224.1,95
45,181,77,13.5,387.3,23
58,161,97,8.0,295.3,23
28,162,60,8.0,978.1,115
30,168,56,8.0,294.6,38
37,174,82,8.0,585.5,53
38,180,96,10.5,1503.6,89
37,186,78,13.5,380.5,22
46,174,58,10.5,409.2,39
55,165,80,8.0,887.8,80
36,187,77,8.0,243.6,24
40,172,67,8.0,369.3,38
39,163,94,8.0,1170.3,94
23,155,89,13.5,1980.5,97
25,174,46,8.0,461.6,73
17,172,85,13.5,839.1,45
42,161,65,8.0,228.8,25
54,162,46,13.5,199.3,20
54,185,71,13.5,1390.0,84
38,188,53,8.0,328.8,46
26,183,45,10.5,411.6,53
22,155,55,10.5,604.7,62
33,187,47,10.5,211.0,27
54,189,96,10.5,1223.1,73
40,157,67,10.5,987.2,81
26,157,70,8.0,690.1,70
24,189,48,8.0,361.1,55
37,182,62,8.0,610.0,70
22,183,99,8.0,700.4,49
37,164,50,8.0,348.4,52
55,185,79,8.0,1041.5,95
40,184,66,13.5,1170.9,81
49,171,87,13.5,972.9,48
34,172,59,8.0,750.8,90
44,189,66,8.0,959.3,102
48,171,81,13.5,1598.7,84
28,154,96,13.5,2522.6,120
58,180,86,8.0,284.0,25
43,162,56,13.5,505.8,41
26,177,91,10.5,977.4,62
58,169,93,10.5,626.2,38
48,182,86,10.5,495.9,32
58,165,82,13.5,745.1,41
42,178,62,8.0,581.7,68
41,172,89,8.0,873.8,69
27,173,79,8.0,1264.8,119
39,183,74,13.5,566.3,35
50,156,68,13.5,1126.9,73
56,187,86,10.5,717.8,48
39,186,74,13.5,1931.1,111
45,153,58,10.5,720.4,72
47,183,50,10.5,556.6,62
23,171,47,8.0,445.8,68
56,154,60,13.5,412.8,32
49,172,51,8.0,115.0,17
37,164,96,8.0,489.7,38
18,180,58,13.5,188.8,15
34,158,53,13.5,234.4,20
49,174,59,10.5,343.4,33
53,174,65,10.5,1149.1,100
50,170,79,10.5,794.9,57
36,158,46,10.5,170.3,22
51,187,71,8.0,823.4,83
34,171,46,8.0,416.2,66
40,172,79,13.5,1608.8,87
24,153,62,10.5,689.1,61
46,178,58,10.5,1031.8,99
26,164,64,10.5,480.0,42
39,150,62,8.0,494.8,60
27,179,54,13.5,209.6,18
18,178,69,8.0,1006.8,102
42,169,46,13.5,226.0,22
52,182,69,13.5,1158.7,75
49,185,98,8.0,434.9,31
29,171,77,8.0,517.5,48
56,162,80,13.5,592.4,34
41,156,75,8.0,947.1,94
20,157,58,8.0,671.2,88
58,177,45,13.5,496.2,48
35,158,90,13.5,1152.6,57
34,174,60,10.5,263.3,24
53,165,98,8.0,1495.5,108
46,159,90,13.5,855.6,44
35,160,96,8.0,500.4,39
39,180,47,8.0,461.7,71
32,161,79,13.5,1426.8,77
17,180,85,10.5,1725.4,119
28,163,50,13.5,987.4,85
40,181,69,13.5,929.2,61
50,166,57,8.0,754.9,98
24,184,97,10.5,1677.4,95
34,150,78,13.5,284.8,17
21,178,52,8.0,438.5,60
42,153,65,13.5,1646.9,118
46,172,78,8.0,555.7,50
29,177,48,13.5,446.2,40
35,165,69,10.5,301.2,24
45,161,59,13.5,617.2,48
19,170,48,8.0,587.9,92
42,166,89,13.5,440.7,22
56,189,56,10.5,660.8,69
28,162,76,10.5,1411.3,105
18,181,76,10.5,319.6,24
27,186,72,10.5,862.8,71
44,164,57,8.0,750.9,93
34,161,75,13.5,1999.6,115
29,164,58,10.5,1062.0,100
53,183,64,13.5,840.7,59
38,155,62,8.0,540.0,64
28,166,73,13.5,1241.7,78
18,169,50,13.5,1187.1,109
53,158,76,10.5,209.0,16
23,154,73,10.5,790.0,59
42,172,87,8.0,1258.3,109
42,182,46,13.5,767.7,76
40,187,67,8.0,248.8,28
28,163,63,8.0,749.6,88
32,166,75,8.0,1074.8,108
39,168,95,10.5,1896.8,114
56,182,49,10.5,1005.6,118
25,150,63,13.5,397.7,29
48,162,78,13.5,475.4,28
31,176,54,13.5,553.6,45
53,155,69,10.5,513.4,43
29,155,46,10.5,315.4,41
21,182,55,8.0,784.9,99
27,179,94,10.5,374.8,23
26,184,75,8.0,356.0,34
29,172,59,8.0,957.8,113
57,159,53,10.5,661.3,72
31,168,67,8.0,889.6,93
58,177,63,8.0,925.8,102
23,172,53,13.5,726.8,63
56,153,79,8.0,806.4,71
44,169,65,10.5,328.3,30
48,168,53,10.5,1033.6,114
51,176,72,8.0,913.8,89
31,183,90,13.5,463.4,22
52,153,95,10.5,1371.4,81
37,187,51,10.5,282.9,33
22,156,60,13.5,1610.2,119
17,156,60,8.0,677.2,81
20,175,77,10.5,659.1,50
27,175,48,8.0,717.5,103
42,168,48,8.0,483.3,74
53,158,83,8.0,557.4,50
39,169,84,8.0,279.2,25
45,165,61,10.5,685.4,65
37,166,81,13.5,1746.1,94
43,171,83,10.5,975.3,69
55,162,96,13.5,1508.4,68
56,161,73,8.0,301.6,31
29,159,96,13.5,1631.8,76
39,150,80,8.0,632.3,56
32,181,82,10.5,525.4,38
46,179,83,10.5,454.7,31
20,157,94,13.5,1350.5,62
56,170,81,8.0,1108.6,98
32,171,96,8.0,1329.5,100
47,167,79,13.5,1543.6,84
58,151,51,8.0,155.3,21
41,158,71,8.0,266.2,28
28,152,72,8.0,253.8,25
42,175,66,10.5,287.7,26
53,170,58,10.5,184.0,19
49,179,51,10.5,165.9,19
44,177,81,8.0,398.9,34
25,185,66,10.5,789.5,68
28,175,49,8.0,456.9,69
21,183,99,8.0,949.8,72
44,157,46,13.5,1003.0,93
51,159,71,8.0,1007.4,104
21,163,65,10.5,1238.2,111
50,189,98,10.5,781.6,44
50,164,82,8.0,435.5,38
29,166,59,10.5,1008.3,101
55,167,65,8.0,776.1,87
58,181,54,13.5,215.4,17
30,187,67,8.0,1099.0,114
27,172,83,8.0,681.3,62
58,172,49,13.5,915.4,85
54,184,45,10.5,273.7,36
20,188,57,13.5,360.3,28
49,164,65,13.5,929.4,62
23,173,70,8.0,407.9,43
57,177,94,8.0,853.7,64
24,165,89,13.5,1914.1,94
53,165,65,10.5,1303.1,112
26,189,97,13.5,547.3,24
59,188,62,10.5,915.3,85
31,155,81,13.5,1847.6,103
54,151,89,13.5,836.1,41
31,162,76,10.5,1274.9,93
21,158,80,13.5,1918.9,110
45,183,61,8.0,366.7,42
35,166,79,13.5,390.7,23
26,176,93,8.0,1039.5,85
28,178,55,10.5,873.8,94
20,186,65,10.5,476.8,40
47,171,96,8.0,1504.2,113
34,173,99,13.5,2020.2,95
32,156,97,8.0,1422.6,101
56,183,70,8.0,218.3,22
52,161,48,10.5,138.9,16
41,172,78,8.0,1142.3,109
39,164,96,13.5,1473.1,71
28,182,92,8.0,841.2,66
50,162,62,10.5,802.5,72
52,172,84,13.5,2107.6,110
53,187,79,10.5,1498.7,107
19,181,85,8.0,205.0,17
25,184,73,8.0,216.1,22
34,150,96,10.5,1246.2,73
59,154,73,10.5,202.2,16
51,162,82,13.5,1924.5,109
50,154,86,10.5,1109.7,76
57,181,65,10.5,737.7,63
30,170,86,8.0,1422.3,115
20,173,57,8.0,262.3,34
45,167,93,10.5,678.2,43
57,170,85,10.5,439.3,31
31,159,61,8.0,775.8,88
44,173,53,13.5,1445.2,119
58,189,85,13.5,720.0,36
32,170,45,13.5,209.9,20
28,174,46,13.5,774.1,76
21,172,92,8.0,1370.2,112
50,171,73,10.5,574.8,45
58,153,77,13.5,1254.4,76
17,183,54,8.0,187.4,26
55,155,94,10.5,416.3,26
48,177,84,13.5,1479.4,77
42,180,65,10.5,341.6,30
33,184,72,13.5,619.3,39
43,188,55,10.5,348.7,36
40,172,99,13.5,2251.2,105
51,155,78,13.5,1835.9,102
58,165,52,10.5,836.4,90
55,151,66,10.5,359.1,32
42,173,52,10.5,542.6,59
54,166,93,8.0,1209.7,94
39,150,59,8.0,639.9,82
38,155,61,10.5,271.4,26
20,154,67,8.0,613.1,63
25,178,68,13.5,690.3,47
20,161,89,10.5,1558.5,100
23,188,63,8.0,694.5,77
39,152,49,10.5,268.9,32
18,150,76,13.5,1135.0,68
40,176,88,13.5,2283.7,111
56,173,45,8.0,250.2,41
47,168,67,13.5,1836.4,120
47,157,81,10.5,1408.0,97
56,151,52,8.0,680.9,92
59,179,57,10.5,408.3,39
50,179,52,10.5,450.0,48
40,188,67,10.5,1214.7,102
42,181,87,13.5,2360.5,116
32,150,45,10.5,606.4,74
29,187,89,13.5,1426.1,68
31,162,95,10.5,1725.5,101
43,160,68,13.5,281.8,19
20,159,79,13.5,907.4,50
32,175,68,13.5,996.2,68
46,169,61,10.5,1069.0,102
46,166,49,10.5,412.3,50
52,166,64,13.5,1249.0,83
19,153,65,10.5,593.2,53
38,154,84,13.5,1621.5,84
38,172,75,10.5,1506.9,114
28,159,90,13.5,350.2,18
37,177,80,13.5,1593.7,88
20,182,55,8.0,610.7,79
47,175,96,10.5,1726.7,99
47,178,59,10.5,533.6,54
39,176,63,8.0,998.8,117
36,167,51,13.5,596.5,51
31,189,95,13.5,1650.8,81
39,159,72,8.0,434.9,45
44,154,95,8.0,1341.1,105
32,159,87,13.5,1891.1,95
53,170,49,10.5,847.5,101
37,173,49,8.0,623.0,91
31,187,74,8.0,653.5,61
33,152,98,8.0,572.1,41
53,189,76,8.0,671.9,65
29,180,52,8.0,243.9,34
35,186,54,8.0,195.7,27
46,151,82,13.5,1351.9,77
34,151,91,13.5,1162.6,58
30,188,76,8.0,394.3,38
52,183,92,13.5,2479.2,119
52,169,72,10.5,223.7,17
36,182,61,10.5,267.7,24
35,153,75,8.0,784.4,79
23,160,52,10.5,579.9,63
20,154,84,10.5,1010.0,72
50,174,69,13.5,1433.7,91
18,186,53,13.5,1055.2,92
21,183,46,13.5,1200.1,111
26,158,59,13.5,220.1,16
48,155,94,10.5,1253.1,80
58,167,47,8.0,782.2,117
57,163,93,13.5,2523.9,119
29,168,80,10.5,629.7,45
55,163,48,13.5,894.7,82
21,189,58,10.5,1157.1,112
26,166,85,13.5,1926.4,97
26,184,85,8.0,615.7,51
54,178,69,13.5,1360.9,87
43,166,99,8.0,537.3,38
37,157,94,13.5,2018.4,91
24,150,54,13.5,690.6,58
17,185,65,13.5,1519.2,108
44,156,80,10.5,1389.4,97
55,154,56,10.5,564.8,55
30,173,71,8.0,831.2,88
37,177,84,8.0,750.1,65
46,166,46,10.5,431.1,56
37,186,98,8.0,1281.7,92
25,169,57,8.0,444.9,54
33,152,97,10.5,1052.3,62
21,186,76,10.5,1291.6,98
47,175,75,10.5,245.9,18
56,164,60,10.5,1173.3,116
54,157,76,13.5,1315.0,74
59,162,76,10.5,697.3,53
35,152,78,8.0,206.2,19
52,150,55,13.5,1489.2,120
49,158,54,13.5,1352.0,110
29,180,59,8.0,170.5,20
30,175,61,13.5,401.6,28
49,166,84,8.0,1008.4,84
45,183,62,13.5,1243.8,92
59,158,99,13.5,569.5,26
52,162,53,8.0,556.5,76
26,154,69,8.0,407.2,41
47,162,84,8.0,791.8,68
22,150,58,8.0,874.3,104
17,174,69,10.5,329.1,26
23,153,94,10.5,365.5,22
43,185,66,8.0,833.8,88
37,159,96,10.5,529.2,30
44,177,74,8.0,699.2,66
32,155,64,8.0,359.7,40
39,176,65,13.5,332.9,22
36,161,88,8.0,1388.2,119
54,152,76,8.0,628.6,59
41,182,95,8.0,1366.3,107
44,159,90,8.0,1173.3,98
21,180,93,13.5,2066.0,95
37,164,65,8.0,300.9,33
34,156,79,13.5,536.9,31
22,185,76,8.0,1216.1,117
45,163,74,13.5,1377.6,79
35,163,99,10.5,772.0,43
49,152,83,13.5,497.6,28
17,152,93,13.5,679.8,31
19,171,56,8.0,206.4,27
58,168,85,13.5,2086.4,107
37,184,91,13.5,2342.0,112
51,161,62,8.0,937.6,105
57,154,65,10.5,909.6,77
56,159,57,10.5,458.6,47
19,182,65,10.5,496.1,43
41,162,52,13.5,590.4,51
54,184,90,8.0,1460.4,117
36,181,84,10.5,1433.7,97
50,160,90,10.5,935.2,60
37,187,51,10.5,337.9,38
39,173,67,10.5,318.7,28
22,184,88,8.0,1415.0,115
29,168,76,10.5,259.2,19
39,155,55,13.5,823.3,67
25,189,66,13.5,1587.1,102
33,184,66,8.0,977.3,112
18,153,87,10.5,1674.3,109
35,182,69,10.5,535.7,44
35,162,66,13.5,1047.9,74
23,185,72,8.0,842.7,87
58,168,73,13.5,1794.6,105
58,161,57,8.0,332.6,42
36,160,62,8.0,1022.7,120
25,155,46,8.0,252.4,40
33,161,73,13.5,546.0,32
43,176,65,8.0,443.6,50
18,174,59,13.5,302.5,22
52,152,96,13.5,678.0,32
35,152,71,10.5,1221.5,98
33,169,94,13.5,1468.6,72
21,177,75,13.5,801.5,46
55,172,59,10.5,1130.8,107
34,152,95,10.5,1050.5,63
23,173,67,10.5,692.5,62
33,189,68,8.0,901.3,96
55,155,88,8.0,1006.3,85
52,169,57,10.5,781.2,79
56,160,66,8.0,1002.3,106
20,181,87,10.5,734.9,47
54,176,81,8.0,698.6,64
41,170,77,13.5,327.0,18
21,162,47,8.0,662.9,98
46,171,98,8.0,679.8,50
28,184,63,13.5,1549.7,109
20,171,67,10.5,1414.7,116
40,177,73,8.0,429.9,42
45,170,74,8.0,174.7,17
25,167,83,13.5,382.8,20
20,180,88,13.5,1137.3,59
40,186,91,13.5,786.2,37
30,170,69,13.5,327.0,21
21,163,81,10.5,1074.1,75
34,174,91,8.0,1376.2,114
58,176,52,8.0,557.4,79
35,189,86,8.0,236.2,20
28,172,60,8.0,312.7,38
34,180,52,10.5,477.0,51
33,178,45,8.0,359.3,59
46,179,88,10.5,969.2,65
40,175,49,10.5,985.6,114
27,169,47,13.5,1091.1,102
51,187,45,13.5,1130.1,116
39,168,48,8.0,372.3,59
33,176,84,10.5,1179.2,77
17,174,79,13.5,732.2,43
31,189,76,10.5,1590.4,115
48,187,86,13.5,2107.0,110
25,172,78,10.5,540.5,39
31,178,87,8.0,279.8,24
44,164,69,8.0,482.9,49
40,152,54,10.5,631.2,69
51,159,65,13.5,563.9,39
38,164,90,13.5,2070.5,105
43,165,83,8.0,700.3,59
35,166,71,8.0,1119.1,110
28,168,71,8.0,252.1,26
36,160,46,13.5,182.7,18
17,154,85,13.5,2357.8,120
37,154,92,8.0,1373.7,104
17,163,57,10.5,818.0,81
26,175,53,13.5,385.5,31
48,157,96,8.0,1141.8,87
55,154,80,10.5,1445.9,107
38,156,66,13.5,1135.6,79
34,165,86,10.5,1469.3,96
48,163,70,10.5,1444.3,119
43,186,98,13.5,1426.6,67
44,153,56,8.0,743.4,98
34,185,61,10.5,760.2,71
55,166,58,8.0,918.6,119
45,185,58,13.5,1389.0,112
34,155,78,10.5,597.2,42
24,165,97,10.5,1880.7,113
47,178,64,10.5,326.6,30
50,185,55,10.5,343.6,35
23,187,60,10.5,989.3,91
52,186,95,13.5,2447.3,113
34,159,75,10.5,717.0,56
54,185,99,13.5,1569.5,68
25,178,50,8.0,318.5,46
25,163,63,13.5,728.3,52
24,153,81,10.5,1203.2,84
51,185,48,8.0,785.7,116
34,162,91,13.5,1074.7,52
21,167,48,13.5,765.3,68
30,182,64,13.5,1079.2,74
44,170,54,10.5,892.5,91
46,165,68,10.5,1404.4,117
20,164,98,13.5,1972.4,91
55,154,79,13.5,1087.8,61
36,155,70,8.0,241.4,26
41,187,81,10.5,924.1,67
44,152,82,10.5,692.4,47
28,161,65,8.0,383.7,42
18,185,98,13.5,362.3,17
59,182,84,13.5,1803.2,96
30,185,83,8.0,442.8,40
38,182,65,13.5,1029.9,68
47,180,54,13.5,630.5,54
39,170,82,8.0,921.5,80
36,176,90,8.0,1031.8,82
54,176,48,8.0,701.9,106
20,157,89,13.5,2075.6,106
31,186,64,8.0,903.1,103
40,181,61,13.5,1471.1,104
41,175,99,10.5,1084.5,61
17,151,51,10.5,146.2,16
23,161,48,8.0,381.1,56
47,171,73,13.5,760.3,48
28,166,58,13.5,1352.9,108
58,156,47,13.5,383.5,35
21,153,68,8.0,1118.2,115
58,186,81,13.5,1076.2,58
54,187,60,13.5,1377.9,101
28,181,99,13.5,2439.6,111
55,160,96,10.5,261.4,16
34,150,48,13.5,1153.0,105
18,174,68,10.5,904.6,73
26,173,78,13.5,1743.9,100
31,166,74,13.5,1828.1,112
46,157,62,13.5,408.9,30
33,176,63,10.5,357.0,34
20,167,75,13.5,676.4,40
23,176,63,8.0,274.2,30
57,171,93,13.5,1813.1,84
47,165,90,10.5,605.9,37
55,151,63,10.5,624.9,56
50,154,66,8.0,464.8,51
22,167,68,8.0,848.6,86
54,152,89,8.0,244.9,20
50,176,56,10.5,520.6,51
31,166,74,13.5,615.1,36
30,165,82,13.5,362.8,20
22,155,97,8.0,617.4,46
53,156,75,8.0,317.9,31
48,163,80,13.5,902.0,52
19,187,63,8.0,266.3,31
19,189,92,13.5,1096.8,51
38,164,89,13.5,759.6,37
38,182,80,13.5,1108.8,63
26,176,74,13.5,1232.3,75
19,178,99,10.5,1104.2,63
28,186,93,13.5,1556.2,75
45,154,99,8.0,1246.6,91
33,178,77,8.0,499.7,46
23,181,62,8.0,854.9,100
29,155,96,8.0,991.0,77
18,151,93,10.5,342.5,21
20,155,72,13.5,574.8,36
26,153,91,13.5,1984.6,99
55,178,55,8.0,149.6,20
40,174,98,8.0,1010.5,75
33,158,89,8.0,358.1,28
22,152,77,13.5,531.9,30
35,175,61,10.5,184.5,17
21,176,50,10.5,200.7,23
48,185,48,10.5,486.9,61
26,181,64,10.5,1091.1,99
25,150,92,8.0,1417.5,108
43,165,91,13.5,2186.6,108
29,160,71,8.0,553.5,56
35,175,59,10.5,561.1,56
37,189,50,8.0,792.5,110
40,150,91,10.5,614.2,37
54,175,58,13.5,214.0,17
20,177,55,10.5,147.6,15
40,158,83,8.0,890.5,81
51,171,53,13.5,1384.9,115
19,157,70,10.5,1007.8,85
20,176,60,10.5,172.2,17
53,188,49,13.5,1194.5,114
56,168,96,8.0,873.5,63
51,174,54,13.5,1016.6,81
47,187,94,8.0,859.3,69
41,170,47,10.5,149.5,18
56,173,57,10.5,436.9,45
29,173,87,13.5,1529.0,80
20,168,93,10.5,1553.3,92
30,151,74,13.5,1840.9,115
29,163,98,10.5,1351.3,78
43,181,89,10.5,694.0,45
22,181,50,8.0,516.1,77
33,177,61,13.5,1092.7,80
52,188,89,13.5,940.8,45
56,189,95,10.5,1042.7,61
51,189,97,8.0,465.3,36
33,162,63,8.0,793.7,88
57,161,86,13.5,2181.2,108
18,157,79,13.5,1929.0,111
29,164,90,10.5,1502.3,97
18,175,70,13.5,909.7,60
44,161,95,10.5,1685.8,103
59,176,49,8.0,496.5,72
42,167,73,13.5,1203.8,75
38,185,81,8.0,639.1,60
59,176,64,8.0,130.7,15
19,158,93,10.5,1781.9,110
51,188,65,8.0,353.0,39
28,150,54,10.5,721.8,75
40,156,49,10.5,975.7,119
21,175,80,8.0,1048.2,95
36,156,50,8.0,189.1,28
55,156,70,10.5,755.1,59
55,157,48,10.5,753.7,91
29,165,83,8.0,1278.6,116
57,152,83,10.5,734.5,53
28,159,94,10.5,1285.1,80
